"resultId","raceId","driverId","constructorId","grid","positionOrder","laps","milliseconds","fastestLap","fastestLapTime","fastestLapSpeed","statusId","raceTime","year","circuitId","date","time","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","Race_name","driverRef","nationality.x","dob_driver","age_at_race","driverStandingsId","points","position","positionText","wins","num_stops","status","name","Driver.of.The.Day","Team","driverId_driverofday","dob","nationality.y","driver.of.day.ind"
24612,1030,815,211,10,7,54,"\N","39","1:42.639","194.803",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","perez","Mexican",1990-01-26,20,69741,52,10,"10",0,1,"+1 Lap","Racing Point","hulkenberg","Renault",807,1987-08-19,"German",0
24613,1030,846,1,6,8,54,"\N","50","1:43.026","194.071",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","norris","British",1999-11-13,29,69740,49,11,"11",0,1,"+1 Lap","McLaren","hulkenberg","Renault",807,1987-08-19,"German",0
24614,1030,826,5,13,9,54,"\N","42","1:42.222","195.597",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","kvyat","Russian",1994-04-26,22,69738,37,13,"13",0,1,"+1 Lap","Toro Rosso","hulkenberg","Renault",807,1987-08-19,"German",0
24615,1030,832,1,8,10,54,"\N","43","1:41.294","197.389",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","sainz","Spanish",1994-09-01,34,69748,96,6,"6",0,2,"+1 Lap","McLaren","hulkenberg","Renault",807,1987-08-19,"German",0
24616,1030,817,4,7,11,54,"\N","51","1:41.190","197.592",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","ricciardo","Australian",1989-07-01,29,69747,54,9,"9",0,2,"+1 Lap","Renault","hulkenberg","Renault",807,1987-08-19,"German",0
24617,1030,807,4,9,12,54,"\N","52","1:43.274","193.605",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","hulkenberg","German",1987-08-19,34,69735,37,14,"14",0,1,"+1 Lap","Renault","hulkenberg","Renault",807,1987-08-19,"German",1
24618,1030,8,51,17,13,54,"\N","25","1:43.142","193.853",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","raikkonen","Finnish",1979-10-17,22,69736,43,12,"12",0,1,"+1 Lap","Alfa Romeo","hulkenberg","Renault",807,1987-08-19,"German",0
24619,1030,825,210,14,14,54,"\N","22","1:43.790","192.642",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","kevin_magnussen","Danish",1992-10-05,22,69734,20,16,"16",0,1,"+1 Lap","Haas","hulkenberg","Renault",807,1987-08-19,"German",0
24620,1030,154,210,15,15,54,"\N","33","1:43.666","192.873",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","grosjean","French",1986-04-17,22,69746,8,18,"18",0,1,"+1 Lap","Haas","hulkenberg","Renault",807,1987-08-19,"German",0
24621,1030,841,51,16,16,54,"\N","28","1:43.256","193.639",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","giovinazzi","Italian",1993-12-14,22,69743,14,17,"17",0,2,"+1 Lap","Alfa Romeo","hulkenberg","Renault",807,1987-08-19,"German",0
24622,1030,847,3,18,17,54,"\N","50","1:43.074","193.981",11,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","russell","British",1998-02-15,40,69744,0,20,"20",0,1,"+1 Lap","Williams","hulkenberg","Renault",807,1987-08-19,"German",0
24623,1030,842,5,11,18,53,"\N","53","1:42.414","195.231",12,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","gasly","French",1996-02-07,22,69739,95,7,"7",0,NA,"+2 Laps","Toro Rosso","hulkenberg","Renault",807,1987-08-19,"German",0
24624,1030,9,3,19,19,53,"\N","51","1:44.500","191.333",12,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","kubica","Polish",1984-12-07,38,69745,1,19,"19",0,1,"+2 Laps","Williams","hulkenberg","Renault",807,1987-08-19,"German",0
24625,1030,840,211,12,20,45,"\N","25","1:43.326","193.507",23,"\N",2019,24,2019-12-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Abu Dhabi Grand Prix","stroll","Canadian",1998-10-29,34,69737,21,15,"15",0,2,"Brakes","Racing Point","hulkenberg","Renault",807,1987-08-19,"German",0
24627,1031,844,6,7,2,71,"5458439","64","1:07.901","228.933",1,"+2.700",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","leclerc","Monegasque",1997-10-16,30,69996,18,2,"2",0,3,"Finished","Ferrari","albon","Red Bull",848,1996-03-23,"Thai",0
24628,1031,846,1,3,3,71,"5461230","71","1:07.475","230.378",1,"+5.491",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","norris","British",1999-11-13,22,69997,16,3,"3",0,3,"Finished","McLaren","albon","Red Bull",848,1996-03-23,"Thai",0
24629,1031,1,131,5,4,71,"5461428","67","1:07.712","229.572",1,"+5.689",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","hamilton","British",1985-01-07,25,69998,12,4,"4",0,2,"Finished","Mercedes","albon","Red Bull",848,1996-03-23,"Thai",0
24630,1031,832,1,8,5,71,"5464642","63","1:07.974","228.687",1,"+8.903",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","sainz","Spanish",1994-09-01,20,69999,10,5,"5",0,3,"Finished","McLaren","albon","Red Bull",848,1996-03-23,"Thai",0
24631,1031,815,211,6,6,71,"5470831","63","1:08.305","227.579",1,"+15.092",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","perez","Mexican",1990-01-26,31,70000,8,6,"6",0,2,"Finished","Racing Point","albon","Red Bull",848,1996-03-23,"Thai",0
24632,1031,842,213,12,7,71,"5472421","64","1:09.025","225.205",1,"+16.682",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","gasly","French",1996-02-07,30,70001,6,7,"7",0,2,"Finished","Alpha Tauri","albon","Red Bull",848,1996-03-23,"Thai",0
24633,1031,839,4,14,8,71,"5473195","64","1:08.932","225.509",1,"+17.456",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","ocon","French",1996-09-17,38,70002,4,8,"8",0,2,"Finished","Renault","albon","Red Bull",848,1996-03-23,"Thai",0
24634,1031,841,51,18,9,71,"5476885","70","1:08.796","225.954",1,"+21.146",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","giovinazzi","Italian",1993-12-14,22,70003,2,9,"9",0,3,"Finished","Alfa Romeo","albon","Red Bull",848,1996-03-23,"Thai",0
24635,1031,20,6,11,10,71,"5480284","71","1:08.623","226.524",1,"+24.545",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","vettel","German",1987-07-03,20,70004,1,10,"10",0,3,"Finished","Ferrari","albon","Red Bull",848,1996-03-23,"Thai",0
24636,1031,849,3,20,11,71,"5487389","63","1:09.662","223.146",1,"+31.650",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","latifi","Canadian",1995-06-29,22,70005,0,11,"11",0,3,"Finished","Williams","albon","Red Bull",848,1996-03-23,"Thai",0
24637,1031,826,213,13,12,69,"\N","50","1:09.135","224.847",22,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","kvyat","Russian",1994-04-26,22,70006,0,12,"12",0,3,"Suspension","Alpha Tauri","albon","Red Bull",848,1996-03-23,"Thai",0
24638,1031,848,9,4,13,67,"\N","50","1:08.432","227.156",40,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","albon","Thai",1996-03-23,33,70007,0,13,"13",0,3,"Electronics","Red Bull","albon","Red Bull",848,1996-03-23,"Thai",1
24639,1031,8,51,19,14,53,"\N","48","1:09.031","225.185",36,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","raikkonen","Finnish",1979-10-17,33,70008,0,14,"14",0,2,"Wheel","Alfa Romeo","albon","Red Bull",848,1996-03-23,"Thai",0
24640,1031,847,3,17,15,49,"\N","49","1:09.317","224.256",32,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","russell","British",1998-02-15,35,70009,0,15,"15",0,1,"Fuel pressure","Williams","albon","Red Bull",848,1996-03-23,"Thai",0
24641,1031,154,210,15,16,49,"\N","46","1:10.228","221.347",23,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","grosjean","French",1986-04-17,30,70010,0,16,"16",0,1,"Brakes","Haas","albon","Red Bull",848,1996-03-23,"Thai",0
24642,1031,825,210,16,17,24,"\N","23","1:10.720","219.807",23,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","kevin_magnussen","Danish",1992-10-05,20,70011,0,17,"17",0,NA,"Brakes","Haas","albon","Red Bull",848,1996-03-23,"Thai",0
24643,1031,840,211,9,18,20,"\N","4","1:10.326","221.039",5,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","stroll","Canadian",1998-10-29,30,70012,0,18,"18",0,NA,"Engine","Racing Point","albon","Red Bull",848,1996-03-23,"Thai",0
24644,1031,817,4,10,19,17,"\N","8","1:10.610","220.150",25,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","ricciardo","Australian",1989-07-01,22,70013,0,19,"19",0,NA,"Overheating","Renault","albon","Red Bull",848,1996-03-23,"Thai",0
24645,1031,830,9,2,20,11,"\N","5","1:09.351","224.146",40,"\N",2020,70,2020-07-05,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Austrian Grand Prix","max_verstappen","Dutch",1997-09-30,22,70014,0,20,"20",0,NA,"Electronics","Red Bull","albon","Red Bull",848,1996-03-23,"Thai",0
24646,1032,1,131,1,1,71,"4970683","68","1:06.719","232.989",1,"1:22:50.683",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","hamilton","British",1985-01-07,34,69812,37,2,"2",1,1,"Finished","Mercedes","perez","Racing Point",815,1990-01-26,"Mexican",0
24647,1032,822,131,4,2,71,"4984402","62","1:07.534","230.177",1,"+13.719",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","bottas","Finnish",1989-08-28,33,69809,43,1,"1",1,1,"Finished","Mercedes","perez","Racing Point",815,1990-01-26,"Mexican",0
24648,1032,830,9,2,3,71,"5004381","70","1:06.145","235.010",1,"+33.698",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","max_verstappen","Dutch",1997-09-30,40,69828,15,6,"6",0,2,"Finished","Red Bull","perez","Racing Point",815,1990-01-26,"Mexican",0
24649,1032,848,9,6,4,71,"5015083","67","1:07.299","230.981",1,"+44.400",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","albon","Thai",1996-03-23,30,69821,12,8,"8",0,1,"Finished","Red Bull","perez","Racing Point",815,1990-01-26,"Mexican",0
24650,1032,846,1,9,5,71,"5032153","66","1:07.193","231.345",1,"+1:01.470",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","norris","British",1999-11-13,32,69811,26,3,"3",0,1,"Finished","McLaren","perez","Racing Point",815,1990-01-26,"Mexican",0
24651,1032,815,211,17,6,71,"5033070","68","1:07.188","231.362",1,"+1:02.387",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","perez","Mexican",1990-01-26,22,69814,16,5,"5",0,1,"Finished","Racing Point","perez","Racing Point",815,1990-01-26,"Mexican",1
24652,1032,840,211,12,7,71,"5033136","65","1:07.833","229.162",1,"+1:02.453",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","stroll","Canadian",1998-10-29,31,69826,6,10,"10",0,1,"Finished","Racing Point","perez","Racing Point",815,1990-01-26,"Mexican",0
24653,1032,817,4,8,8,71,"5033274","65","1:07.832","229.166",1,"+1:02.591",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","ricciardo","Australian",1989-07-01,24,69827,4,12,"12",0,1,"Finished","Renault","perez","Racing Point",815,1990-01-26,"Mexican",0
24654,1032,832,1,3,9,70,"\N","68","1:05.619","236.894",11,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","sainz","Spanish",1994-09-01,24,69813,13,7,"7",0,2,"+1 Lap","McLaren","perez","Racing Point",815,1990-01-26,"Mexican",0
24655,1032,826,213,13,10,70,"\N","60","1:08.378","227.336",11,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","kvyat","Russian",1994-04-26,33,69820,1,14,"14",0,1,"+1 Lap","Alpha Tauri","perez","Racing Point",815,1990-01-26,"Mexican",0
24656,1032,8,51,16,11,70,"\N","57","1:08.382","227.322",11,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","raikkonen","Finnish",1979-10-17,22,69822,0,17,"17",0,1,"+1 Lap","Alfa Romeo","perez","Racing Point",815,1990-01-26,"Mexican",0
24657,1032,825,210,15,12,70,"\N","69","1:08.009","228.569",11,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","kevin_magnussen","Danish",1992-10-05,35,69825,0,18,"18",0,1,"+1 Lap","Haas","perez","Racing Point",815,1990-01-26,"Mexican",0
24658,1032,154,210,0,13,70,"\N","69","1:08.047","228.442",11,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","grosjean","French",1986-04-17,22,69824,0,19,"19",0,1,"+1 Lap","Haas","perez","Racing Point",815,1990-01-26,"Mexican",0
24659,1032,841,51,19,14,70,"\N","54","1:08.512","226.891",11,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","giovinazzi","Italian",1993-12-14,30,69817,2,13,"13",0,1,"+1 Lap","Alfa Romeo","perez","Racing Point",815,1990-01-26,"Mexican",0
24660,1032,842,213,7,15,70,"\N","69","1:07.827","229.183",11,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","gasly","French",1996-02-07,24,69815,6,9,"9",0,2,"+1 Lap","Alpha Tauri","perez","Racing Point",815,1990-01-26,"Mexican",0
24661,1032,847,3,11,16,69,"\N","36","1:08.601","226.597",12,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","russell","British",1998-02-15,32,69823,0,20,"20",0,1,"+2 Laps","Williams","perez","Racing Point",815,1990-01-26,"Mexican",0
24662,1032,849,3,18,17,69,"\N","68","1:08.806","225.922",12,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","latifi","Canadian",1995-06-29,22,69819,0,16,"16",0,1,"+2 Laps","Williams","perez","Racing Point",815,1990-01-26,"Mexican",0
24663,1032,839,4,5,18,25,"\N","22","1:09.321","224.243",25,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","ocon","French",1996-09-17,24,69816,4,11,"11",0,NA,"Overheating","Renault","perez","Racing Point",815,1990-01-26,"Mexican",0
24664,1032,844,6,14,19,4,"\N","3","1:35.379","162.979",130,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","leclerc","Monegasque",1997-10-16,22,69810,18,4,"4",0,1,"Collision damage","Ferrari","perez","Racing Point",815,1990-01-26,"Mexican",0
24665,1032,20,6,10,20,1,"\N","\N","\N","\N",130,"\N",2020,70,2020-07-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Styrian Grand Prix","vettel","German",1987-07-03,30,69818,1,15,"15",0,NA,"Collision damage","Ferrari","perez","Racing Point",815,1990-01-26,"Mexican",0
24666,1033,1,131,1,1,70,"5772473","70","1:16.627","205.823",1,"1:36:12.473",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","hamilton","British",1985-01-07,33,69852,63,1,"1",2,3,"Finished","Mercedes","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24667,1033,830,9,7,2,70,"5781175","60","1:19.184","199.176",1,"+8.702",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","max_verstappen","Dutch",1997-09-30,33,69868,33,3,"3",0,2,"Finished","Red Bull","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1
24668,1033,822,131,2,3,70,"5781925","66","1:17.665","203.072",1,"+9.452",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","bottas","Finnish",1989-08-28,22,69849,58,2,"2",1,3,"Finished","Mercedes","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24669,1033,840,211,3,4,70,"5830052","68","1:18.973","199.708",1,"+57.579",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","stroll","Canadian",1998-10-29,20,69866,18,8,"8",0,3,"Finished","Racing Point","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24670,1033,848,9,13,5,70,"5850789","68","1:19.440","198.534",1,"+1:18.316",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","albon","Thai",1996-03-23,22,69861,22,5,"5",0,2,"Finished","Red Bull","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24671,1033,20,6,5,6,69,"\N","49","1:20.363","196.254",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","vettel","German",1987-07-03,22,69858,9,10,"10",0,2,"+1 Lap","Ferrari","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24672,1033,815,211,4,7,69,"\N","39","1:20.090","196.923",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","perez","Mexican",1990-01-26,22,69854,22,6,"6",0,2,"+1 Lap","Racing Point","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24673,1033,817,4,11,8,69,"\N","46","1:19.532","198.305",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","ricciardo","Australian",1989-07-01,22,69867,8,11,"11",0,2,"+1 Lap","Renault","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24674,1033,832,1,9,9,69,"\N","68","1:20.477","195.976",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","sainz","Spanish",1994-09-01,20,69853,15,9,"9",0,2,"+1 Lap","McLaren","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24675,1033,825,210,0,10,69,"\N","67","1:19.457","198.492",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","kevin_magnussen","Danish",1992-10-05,33,69865,1,16,"16",0,1,"+1 Lap","Haas","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24676,1033,844,6,6,11,69,"\N","64","1:20.821","195.142",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","leclerc","Monegasque",1997-10-16,22,69850,18,7,"7",0,2,"+1 Lap","Ferrari","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24677,1033,826,213,17,12,69,"\N","51","1:20.946","194.841",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","kvyat","Russian",1994-04-26,22,69860,1,15,"15",0,2,"+1 Lap","Alpha Tauri","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24678,1033,846,1,8,13,69,"\N","42","1:19.945","197.280",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","norris","British",1999-11-13,22,69851,26,4,"4",0,2,"+1 Lap","McLaren","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24679,1033,839,4,14,14,69,"\N","40","1:20.261","196.503",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","ocon","French",1996-09-17,24,69856,4,13,"13",0,2,"+1 Lap","Renault","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24680,1033,8,51,20,15,69,"\N","67","1:20.889","194.978",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","raikkonen","Finnish",1979-10-17,22,69862,0,17,"17",0,2,"+1 Lap","Alfa Romeo","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24681,1033,154,210,0,16,69,"\N","61","1:20.232","196.574",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","grosjean","French",1986-04-17,30,69864,0,19,"19",0,1,"+1 Lap","Haas","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24682,1033,841,51,19,17,69,"\N","44","1:20.096","196.908",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","giovinazzi","Italian",1993-12-14,38,69857,2,14,"14",0,3,"+1 Lap","Alfa Romeo","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24683,1033,847,3,12,18,69,"\N","67","1:19.984","197.184",11,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","russell","British",1998-02-15,22,69863,0,20,"20",0,3,"+1 Lap","Williams","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24684,1033,849,3,15,19,65,"\N","64","1:21.198","194.236",15,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","latifi","Canadian",1995-06-29,22,69859,0,18,"18",0,5,"+5 Laps","Williams","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24685,1033,842,213,10,20,15,"\N","10","1:23.939","187.893",5,"\N",2020,11,2020-07-19,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hungarian Grand Prix","gasly","French",1996-02-07,22,69855,6,12,"12",0,1,"Engine","Alpha Tauri","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
24686,1034,1,131,1,1,52,"5281283","45","1:29.238","237.652",1,"1:28:01.283",2020,9,2020-08-02,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","British Grand Prix","hamilton","British",1985-01-07,31,69872,88,1,"1",3,1,"Finished","Mercedes","hamilton","Mercedes",1,1985-01-07,"British",1
24687,1034,830,9,3,2,52,"5287139","52","1:27.097","243.494",1,"+5.856",2020,9,2020-08-02,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","British Grand Prix","max_verstappen","Dutch",1997-09-30,22,69888,52,3,"3",0,2,"Finished","Red Bull","hamilton","Mercedes",1,1985-01-07,"British",0
24688,1034,844,6,4,3,52,"5299757","49","1:29.813","236.130",1,"+18.474",2020,9,2020-08-02,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","British Grand Prix","leclerc","Monegasque",1997-10-16,22,69870,33,5,"5",0,1,"Finished","Ferrari","hamilton","Mercedes",1,1985-01-07,"British",0
24689,1034,817,4,8,4,52,"5300933","49","1:29.482","237.004",1,"+19.650",2020,9,2020-08-02,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","British Grand Prix","ricciardo","Australian",1989-07-01,40,69887,20,9,"9",0,1,"Finished","Renault","hamilton","Mercedes",1,1985-01-07,"British",0
24690,1034,846,1,5,5,52,"5303560","41","1:30.058","235.488",1,"+22.277",2020,9,2020-08-02,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","British Grand Prix","norris","British",1999-11-13,33,69871,36,4,"4",0,1,"Finished","McLaren","hamilton","Mercedes",1,1985-01-07,"British",0
24691,1034,839,4,9,6,52,"5308220","50","1:29.491","236.980",1,"+26.937",2020,9,2020-08-02,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","British Grand Prix","ocon","French",1996-09-17,31,69876,12,11,"11",0,1,"Finished","Renault","hamilton","Mercedes",1,1985-01-07,"British",0
24692,1034,842,213,11,7,52,"5312471","52","1:29.603","236.684",1,"+31.188",2020,9,2020-08-02,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","British Grand Prix","gasly","French",1996-02-07,35,69875,12,12,"12",0,1,"Finished","Alpha Tauri","hamilton","Mercedes",1,1985-01-07,"British",0
